,Advertiser_ID,Advertiser_Name,Total_Creatives,Spend_USD,Regions,Elections
5640,AR542723921632296960,KEVIN PARKER FOR NEW YORK CITY,81,104700,US,US-Federal
5642,AR543059788074844160,FRIENDS OF JESS KING,5,8400,US,US-Federal
5643,AR543082259343736832,RIGHT NOW USA,17,11800,US,US-Federal
5644,AR543103012625711104,"THE COMMUNICATIONS GROUP, INC.",36,198000,US,US-Federal
5648,AR543243200358252544,JENNIFER MURRAY,34,600,US,US-Federal
5649,AR543271375343714304,MAYFORPA,20,1500,US,US-Federal
5650,AR543338273754316800,MORRIS COUNTY REPUBLICAN COMMITTEE,21,2000,US,US-Federal
5652,AR543741966320402432,WILDE FOR OREGON,9,5300,US,US-Federal
5653,AR543793574647431168,EQUISLABS,25,6200,US,US-Federal
5655,AR543806150311673856,"OUR WATER OUR RIGHTS, LLC",5,900,US,US-Federal
5656,AR543884902832013312,FRIENDS OF EDWARD BRAUNSTEIN,1,2700,US,US-Federal
5657,AR543934621373431808,REP. SHARICE DAVIDS - U.S. HOUSE OF REPRESENTATIVES,84,85000,US,US-Federal
5658,AR544011312309469184,FRIENDS OF HEATHER MACDONALD,2,100,US,US-Federal
5659,AR544049348539842560,SOUTH CAROLINA SENATE REPUBLICAN CAUCUS,3,100,US,US-Federal
5660,AR544174211829071872,HOOSIERS FOR HALE,46,78700,US,US-Federal
5661,AR544183351519477760,RED WAVE MOVEMENT,1,200,US,US-Federal
5662,AR544209671079067648,MINDI 4 NH,10,2300,US,US-Federal
5663,AR544351611158265856,Adam Lui,14,0,US,US-Federal
5664,AR544379614345035776,ROAD TO MICHIGAN'S FUTURE,7,68200,US,US-Federal
5666,AR544601303376986112,ONE NATION,203,797800,US,US-Federal
5667,AR544734378643685376,RESIDENTS FOR RESPONSIBLE LEADERSHIP,1,300,US,US-Federal
5668,AR544772036916936704,QUARTEY FOR CONGRESS,9,100,US,US-Federal
5669,AR544791415809376256,16TH DISTRICT DEMOCRATS,1,900,US,US-Federal
5670,AR544793580472893440,CAMPAIGN TO ELECT CARL DOMINO,6,3700,US,US-Federal
5671,AR54488497737695232,REPUBLICAN PARTY OF IOWA,2,6800,US,US-Federal
5672,AR544984277020835840,"THE SINGULARIS GROUP, LLC",8,700,US,US-Federal
5676,AR545180642925608960,ANDRE FOR ATLANTA INC,1,900,US,US-Federal
5677,AR54520417934639104,KIRK COX FOR GOVERNOR,10,6000,US,US-Federal
5678,AR545220500222115840,STEVE FANELLI FOR CONGRESS,3,300,US,US-Federal
5679,AR545242799692316672,"BURNING STICK CREATIVE, LLC",6,600,US,US-Federal
5680,AR545336601778061312,LINDSEY BOYLAN FOR CONGRESS,35,1700,US,US-Federal
5682,AR545543172525129728,FRIENDS OF SESSIONS SENATE COMMITTEE INC,16,8800,US,US-Federal
5683,AR54563608125767680,CAMPAIGN TO ELECT JOHN E. OSBORNE FOR U.S. SENATE,18,1100,US,US-Federal
5685,AR546185321675489280,"SHAPIRO, JOSH FOR PENNSYLVANIA",2,23000,US,US-Federal
5686,AR546237307959640064,YANG FOR NEW YORK INC,179,38300,US,US-Federal
5687,AR546258439198736384,WARFIELD & COMPANY,7,27400,US,US-Federal
5689,AR546272354892775424,DIRECT MAILERS GROUP LLC,61,126500,US,US-Federal
5690,AR546522356349140992,FRIENDS OF TOM MEHAFFIE,5,2300,US,US-Federal
5692,AR546965596974088192,BARROW FOR GEORGIA,1,500,US,US-Federal
5693,AR547126881585987584,YOUGOV AMERICA INC.,108,7200,US,US-Federal
5695,AR547189553748770816,ALLIANCE FOR A BETTER MINNESOTA ACTION FUND,2025,1231200,US,US-Federal
5696,AR547195223105601536,LORIE HONOR FOR BOROUGH PRESIDENT,1,2300,US,US-Federal
5698,AR547235114761846784,YARA ZOKAIE,15,800,US,US-Federal
5699,AR54730836972404736,Tarm Holdings LLC,65,600,US,US-Federal
5700,AR547312321093959680,REP. RICHARD HUDSON - U.S. HOUSE OF REPRESENTATIVES,2,6700,US,US-Federal
5702,AR547426429785079808,COMMITTEE TO ELECT JOHN ROZIC,3,0,US,US-Federal
5705,AR547679454898421760,PROSPERITY MICHIGAN,59,22300,US,US-Federal
5706,AR547727558532136960,COMMITTEE TO ELECT DIMPLE AJMERA,9,600,US,US-Federal
5708,AR547832493173112832,VAN NESS CREATIVE STRATEGIES LLC,123,12300,US,US-Federal
5709,AR547929181476880384,CECILIA AGUIAR-CURRY FOR ASSEMBLY 2020,23,1100,US,US-Federal
5710,AR548009033508847616,MICHAEL MORAN CAMPAIGN,7,6300,US,US-Federal
5713,AR548252781492830208,KIM REYNOLDS FOR IOWA,40,44300,US,US-Federal
5714,AR548285560683233280,KHAZEI FOR CONGRESS,13,28700,US,US-Federal
5715,AR548337924924506112,JUSTICE NATHAN L HECHT OFFICEHOLDER ACCOUNT,17,17600,US,US-Federal
5716,AR548555353348898816,POLK FOR COUNTY ATTORNEY,1,2800,US,US-Federal
5717,AR548585933516046336,ZELDIN FOR CONGRESS,93,111500,US,US-Federal
5718,AR548860124228222976,1560 LLC,30,1200,US,US-Federal
5719,AR548862323251478528,TALARICO INC,10,5000,US,US-Federal
5720,AR549013987136634880,VOTE KEVIN MCCABE,21,3000,US,US-Federal
5721,AR549016323598843904,MARICOPA COUNTY LEGISLATIVE DISTRICT 18 DEMOCRATS,5,1500,US,US-Federal
5722,AR549115142206390272,INTISAR STRATEGIES,7,400,US,US-Federal
5723,AR549173759920046080,FRIENDS OF DR GREG BONNEN,1,0,US,US-Federal
5724,AR549180013392429056,SAGE DIXON FOR STATE REPRESENTATIVE,6,1400,US,US-Federal
5725,AR549207191945478144,HALA FOR VIRGINIA,5,600,US,US-Federal
5727,AR549359233787756544,JUDGE STEVEN KIRKLAND CAMPAIGN,2,9300,US,US-Federal
5729,AR549402905015222272,HERITAGE ACTION FOR AMERICA,93,295500,US,US-Federal
5730,AR549450493252861952,FRIENDS OF JULIE SLOMSKI,30,114000,US,US-Federal
5731,AR549570340020289536,RASHIDA TLAIB FOR CONGRESS,10,5100,US,US-Federal
5732,AR549602225857495040,WE ARE GREAT AGAIN PAC,4,400,US,US-Federal
5733,AR549606864422174720,"CLEARPATH ACTION FUND, INC.",1,500,US,US-Federal
5734,AR549858412066766848,PALETZ FOR COLORADO,6,6800,US,US-Federal
5735,AR549860748528975872,OUR KIDS FIRST,1,400,US,US-Federal
5736,AR55001694789959680,"FAIR FIGHT, INC.",61,277200,US,US-Federal
5737,AR550026774784770048,FRIENDS OF LIZ STEFANICS,6,4000,US,US-Federal
5741,AR550376694360309760,FRIENDS OF DEB PATTERSON,17,60700,US,US-Federal
5742,AR550378618505658368,OSMAN VOLUNTEER COMMITTEE,3,800,US,US-Federal
5744,AR550561549752729600,FILLA LIFE MEDIA LLC,2,0,US,US-Federal
5745,AR550612814482374656,"PROTECT PROP. 13, NO ON 15, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",27,52300,US,US-Federal
5748,AR550802858195288064,FRIENDS OF MICHELLE MALDONADO,7,2600,US,US-Federal
5749,AR550941087422742528,AMERICAN VALUES PAC INC.,4,41600,US,US-Federal
5750,AR550965070520123392,LEAD OHIO PAC,28,3500,US,US-Federal
5751,AR551085467043364864,ALEXANDRA PAREDES,4,300,US,US-Federal
5752,AR551105258252664832,OPTIMAD MEDIA LLC,12,34700,US,US-Federal
5753,AR551124637145104384,NATIONAL RELIGIOUS CAMPAIGN AGAINST TORTURE ACTION FUND,1,0,US,US-Federal
5754,AR551182979980853248,BETSY DIRKSEN LONDRIGAN FOR CONGRESS,37,56100,US,US-Federal
5756,AR55134392099536896,WYOMING REALTORS,41,10200,US,US-Federal
5757,AR551356702818041856,JAIME FOR CONGRESS,89,25600,US,US-Federal
5758,AR551386733229375488,BRITTON GRIFFITH,3,3000,US,US-Federal
5759,AR551474384921952256,COLLIER COMMITTEE,18,25400,US,US-Federal
5760,AR551717823668289536,SABINA ZAFAR FOR SAN RAMON MAYOR 2020,29,900,US,US-Federal
5762,AR5518517579284480,CHRISTY FOX,1,600,US,US-Federal
5763,AR551899861562163200,CITIZENS FOR RESPONSIBLE ENERGY SOLUTIONS INC.,91,111500,US,US-Federal
5765,AR552338223104262144,DEMOCRATIC-FARMER-LABOR,18,600,US,US-Federal
5766,AR552365848333910016,COMMITTEE TO ELECT CHIP NEIMAN TO HOUSE DISTRICT 1,13,1000,US,US-Federal
5767,AR552482602724884480,INDIANA DEMOCRATIC PARTY,7,3300,US,US-Federal
5768,AR552521807186362368,COATNEY FOR CONGRESS,1,0,US,US-Federal
5769,AR552546168240865280,FRIENDS OF LAURA JENS-SMITH,2,2600,US,US-Federal
5770,AR552547061594062848,BAKER COMMITTEE,35,63900,US,US-Federal
5771,AR55265852458532864,WEST VIRGINIAS FUTURE PAC,187,72600,US,US-Federal
5773,AR552996212094009344,CENTER FOR UNION FACTS,117,28500,US,US-Federal
5774,AR553110630022774784,GREG JOHNSON FOR SHERIFF,9,400,US,US-Federal
5775,AR553278305546010624,"YES ON 14: CALIFORNIANS FOR STEM CELL RESEARCH, TREATMENTS AND CURES",56,551600,US,US-Federal
5778,AR553618741833760768,YOST FOR OHIO,22,21000,US,US-Federal
5779,AR553636471458758656,PA DEPARTMENT OF STATE,1,24800,US,US-Federal
5780,AR553703266790146048,DOUGLAS FOR STATE HOUSE,11,8000,US,US-Federal
5781,AR553754119202930688,ROSA ESCUTIA-BRAATON FOR MODESTO CITY COUNCIL 2O2O,2,200,US,US-Federal
5782,AR553917121801748480,LISA CALDERON FOR ASSEMBLY 2020,3,17900,US,US-Federal
5783,AR553973196894765056,CTE ANTHONY G. FORLINI,5,2000,US,US-Federal
5784,AR55442186635837440,NATIONAL CABLE SATELLITE CORPORATION,113,45000,US,US-Federal
5785,AR554434854339477504,RE-ELECT TAMI Z FOR THE 61ST,1,100,US,US-Federal
5786,AR554674754032762880,MAINE MOMENTUM,61,127800,US,US-Federal
5787,AR554684580917936128,FRIENDS FOR EMILY VOIGHT,3,3000,US,US-Federal
5788,AR554716604194095104,LOUIS W. BLESSING III,11,3400,US,US-Federal
5789,AR554837619192627200,KATE BROWN COMMITTEE,24,8200,US,US-Federal
5793,AR555325046441115648,LIVE FREE PAC,6,105900,US,US-Federal
5794,AR55545128411987968,PERLMUTTER FOR CONGRESS,24,13500,US,US-Federal
5797,AR555927407014445056,JANEY COMMITTEE,2,200,US,US-Federal
5798,AR555965065287696384,NEVADA CONSERVATION LEAGUE EDUCATION FUND,10,3400,US,US-Federal
5799,AR556065808040591360,CARE IN ACTION INC,16,46800,US,US-Federal
5800,AR556102091924307968,KANSAS VALUES INSTITUTE,1,5300,US,US-Federal
5801,AR556114633228812288,LORRAINE BIRABIL CAMPAIGN,6,1000,US,US-Federal
5802,AR556213176958451712,TURNING POINT ACTION,4,0,US,US-Federal
5803,AR556495304770191360,"DEMOCRATIC ATTORNEYS GENERAL ASSOCIATION, INC.",40,13500,US,US-Federal
5804,AR556509220464230400,"ASSOCIATED BUILDERS & CONTRACTORS, INC.",2,100,US,US-Federal
5805,AR556636592014360576,"FAIR FIGHT ACTION, INC.",27,414200,US,US-Federal
5806,AR556668099894444032,FACTPAC,4,1100,US,US-Federal
5807,AR556921537324646400,KURLAND 23,25,7200,US,US-Federal
5809,AR556996441554288640,THE COMMONWEALTH INSTITUTE FOR FISCAL ANALYSIS,8,5800,US,US-Federal
5810,AR557098696135671808,COMMITTEE FOR RESPONSIBLE LEADERSHIP - NEW MEXICO,8,3100,US,US-Federal
5811,AR557107148631310336,CALIFORNIA REAL ESTATE POLITICAL ACTION COMMITTEE/FEDERAL -  CALIFORNIA ASSOCIATION OF REALTORS,2,85000,US,US-Federal
5812,AR55714109605281792,FRIENDS OF TOM PATTON,10,10100,US,US-Federal
5813,AR557252765202513920,CAMPAIGN FUND OF HUNT ROUNSAVALL,6,1300,US,US-Federal
5814,AR557345605215584256,COMMITTEE TO PROTECT MEDICARE PAC,32,232300,US,US-Federal
5815,AR557497956295507968,COMMITTEE TO ELECT BRIAN EPPERSON SMUSD SCHOOL BOARD 2020,13,1200,US,US-Federal
5818,AR557643813384880128,Robertson for Congress,10,100,US,US-Federal
5819,AR557664051270778880,THE MARKEY COMMITTEE,76,252700,US,US-Federal
5820,AR557685010711183360,ARTCARDS RED LLC,2,600,US,US-Federal
5821,AR557838495662473216,WILLIAM SANCHEZ FOR US SENATE,15,300,US,US-Federal
5822,AR557915220958248960,STATE OF ARKANSAS,2,4100,US,US-Federal
5823,AR558175667775078400,CLIFFORD FOR CONGRESS,32,2600,US,US-Federal
5824,AR558195046667517952,STANLEY JOHNSON,21,5200,US,US-Federal
5825,AR558207141295423488,SEO WERKZ,3,100,US,US-Federal
5826,AR558343755615174656,GIRARDFORARIZONA,2,1400,US,US-Federal
5827,AR558389522786680832,FRIENDS OF MARGOT BLACK,1,0,US,US-Federal
5828,AR558646808507580416,MICHAEL ALLEN 4 DA,4,1900,US,US-Federal
5829,AR558844858039533568,COMMITTEE TO ELECT JAKE TESHKA,2,5000,US,US-Federal
5830,AR558930894824407040,JOEL FOR WISCONSIN,13,5200,US,US-Federal
5832,AR558966766391263232,NC FUND FOR A CONSERVATIVE FUTURE,137,26000,US,US-Federal
5834,AR55909547797118976,"FIREFIGHTERS AND EMS FUND, INC.",21,4000,US,US-Federal
5835,AR559248997282217984,KRISTI FOR CONGRESS,24,13700,US,US-Federal
5836,AR559253876365066240,ED LAZERE FOR DC COUNCIL AT-LARGE,1,100,US,US-Federal
5837,AR559323970231336960,ARIZONANS FOR STRONG LEADERSHIP PAC,87,43600,US,US-Federal
5838,AR559383618737143808,MIKE SIEGEL FOR CONGRESS,2,38400,US,US-Federal
5839,AR55960743807287296,FRIENDS OF MARIA,15,174300,US,US-Federal
5840,AR559662001337401344,MARK BAKER CAMPAIGN,4,1200,US,US-Federal
5842,AR559684197728387072,KAYSER ENNEKING FOR HD21,14,32700,US,US-Federal
5843,AR559697220069228544,REP. GUY RESCHENTHALER - U.S. HOUSE OF REPRESENTATIVES,1,3100,US,US-Federal
5844,AR559948286677483520,NEWSOM FOR CALIFORNIA GOVERNOR 2018,22,96300,US,US-Federal
5845,AR560103489615691776,BRIDIE FOR NEW YORK,9,700,US,US-Federal
5846,AR56024309323268096,UMAMI PUBLICATIONS LLC,57,4200,US,US-Federal
5847,AR560312706062614528,ADDABBO FOR SENATE,1,5400,US,US-Federal
5850,AR560427467588763648,SUNSHINE STATE RISING,2,1100,US,US-Federal
5851,AR560515634677415936,FRIENDS OF RENEE HOAGENSON,7,2900,US,US-Federal
5852,AR560539411616366592,NEWS AND NEWS HOLDINGS LLC,5,1900,US,US-Federal
5853,AR560575145744269312,CATALINA LAUF FOR CONGRESS COMMITTEE,19,1700,US,US-Federal
5854,AR560641322600366080,DR JANE GILLETTE FOR MONTANA,78,1400,US,US-Federal
5855,AR560675510540042240,FRIENDS OF BRIANA SEWELL,2,1700,US,US-Federal
5857,AR560798277885231104,JAMES PETERS FOR CONGRESS,2,300,US,US-Federal
5858,AR560850573407027200,HANK GILBERT FOR CONGRESS,20,5100,US,US-Federal
5861,AR560940252324167680,VINCE LEACH FOR SENATE,4,3900,US,US-Federal
5862,AR560986637970964480,PAUL COOK FOR SUPERVISOR 2020,11,8200,US,US-Federal
5863,AR561072743475314688,FUTURE NOW FUND,102,51400,US,US-Federal
5864,AR561489801979625472,"ANDY BARR FOR CONGRESS, INC.",229,54300,US,US-Federal
5865,AR561520107268866048,MIGHTY OAKS FOUNDATION,19,1900,US,US-Federal
5866,AR561608480515948544,"SURGE DIGITAL MEDIA, LLC",3,100,US,US-Federal
5867,AR561610748258680832,NATIONAL ASSOCIATION FOR GUN RIGHTS INC PAC,11,1800,US,US-Federal
5868,AR561682938068992000,DR JASON MARTIN FOR TENNESSEE,1,200,US,US-Federal
5869,AR561713071559540736,MANUEL E LLOSAS,1,200,US,US-Federal
5870,AR56175011135750144,STEPHANI WOODWARD CAMPAIGN,13,600,US,US-Federal
5873,AR561949019882913792,REP. BYRON DONALDS - U.S. HOUSE OF REPRESENTATIVES,4,500,US,US-Federal
5875,AR562063128574033920,COMMITTEE TO ELECT ERIC BURNS,4,1500,US,US-Federal
5876,AR562087523988275200,TEXANS FOR CHRIS PADDIE,19,5000,US,US-Federal
5877,AR562219602822561792,SENATE CONSERVATIVES FUND,237,700,US,US-Federal
5878,AR562341579893768192,SENATE MAJORITY CAMPAIGN COMMITTEE,4,2600,US,US-Federal
5880,AR562439780026023936,"Semcasting, INC.",2,2000,US,US-Federal
5881,AR562441979049279488,HOLDEN 2018,4,1400,US,US-Federal
5882,AR562501077799272448,COLLINS FOR CONGRESS,27,20800,US,US-Federal
5883,AR562615701886468096,LISA BROWN FOR CONGRESS,44,124300,US,US-Federal
5884,AR562625941088501760,CARTER FOR JUDGE COMMITTEE,1,300,US,US-Federal
5885,AR56264209016553472,KATIE HILL FOR CONGRESS,98,200600,US,US-Federal
5886,AR562645732297801728,COMMITTEE TO ELECT PATRICK CASEY,1,0,US,US-Federal
5888,AR562682153620471808,BLACK PAC,169,333100,US,US-Federal
5889,AR562807978982375424,AMERICAN CIVIL LIBERTIES UNION FOUNDATION OF FLORIDA,4,0,US,US-Federal
5890,AR562822410072489984,DIGITAL COMMUNICATIONS LLC,456,99000,US,US-Federal
5891,AR563085502589173760,CENTER FOR CIVIC PROGRESS INC,3,26000,US,US-Federal
5892,AR563210984353693696,ORGANIZATION OF IRANIAN AMERICAN COMMUNITIES OIAC INC,1,5700,US,US-Federal
5894,AR563676661887795200,ELECT KATHLEEN STOWE,8,100,US,US-Federal
5896,AR563824546201731072,FRIENDS OF TOBIAS READ,1,8400,US,US-Federal
5897,AR56395119619735552,"RUN, GEORGE, RUN: GEORGE GASCON FOR LA DA 2020",33,76900,US,US-Federal
5898,AR563952845464797184,COMMITTEE TO PROTECT MEDICARE AND THE ACA,5,600,US,US-Federal
5899,AR56397456081944576,FRIENDS OF TRACY PENNYCUICK,3,1800,US,US-Federal
5900,AR564078052351410176,MARK HARRIS FOR CONGRESS,35,20900,US,US-Federal
5901,AR564173881661718528,JAKE EVANS FOR CONGRESS INC.,2,100,US,US-Federal
5902,AR564175977605758976,COMMITTEE TO ELECT MICHAEL CROWNER,1,0,US,US-Federal
5903,AR564241535986565120,JIMMY PATELIS,5,300,US,US-Federal
5904,AR564477656108630016,"CIRESI, JOE FRIENDS OF",3,800,US,US-Federal
5905,AR564693778862964736,VALADAO FOR CONGRESS,198,102600,US,US-Federal
5907,AR564755832550457344,AMERICAN CIVIL LIBERTIES UNION OF NORTHERN CALIFORNIA (NONPROFIT 501 (C) (4)),1,6300,US,US-Federal
5908,AR564867501700153344,BOB HUGIN FOR SENATE INC,30,543500,US,US-Federal
5911,AR565291500871614464,"DR JAY FOR CONGRESS, INC.",8,2500,US,US-Federal
5912,AR565435330736422912,NATANEL SHIMON BRAUNSTEIN,1,3200,US,US-Federal
5913,AR565604655527100416,JERRY FREAR,8,3000,US,US-Federal
5914,AR565975603262521344,FRIENDS OF TRISH GUNBY,39,200,US,US-Federal
5916,AR566003640809029632,CENTER FOR BIOLOGICAL DIVERSITY,13,6500,US,US-Federal
5918,AR566088165765414912,"CLA, INC.",5,58400,US,US-Federal
5919,AR566239692211617792,MICK RICH FOR US SENATE,32,1700,US,US-Federal
5920,AR566292949806088192,OLE NORTH STATE ASSOCIATES,53,9400,US,US-Federal
5921,AR566299959192715264,FRIENDS OF BARB ANNESS,24,1900,US,US-Federal
5922,AR566483818152722432,BENJAMIN DOWNING COMMITTEE,9,3900,US,US-Federal
5923,AR566580575175966720,DESIREE ONTIVEROS FOR CONGRESS,7,600,US,US-Federal
5924,AR56671028318830592,PLANNED PARENTHOOD VOTES OHIO,3,1800,US,US-Federal
5925,AR566724714278420480,REPUBLICAN STATE LEADERSHIP COMMITTEE - WASHINGTON PAC,209,48400,US,US-Federal
5926,AR566829717638873088,AMANDA ADKINS FOR CONGRESS,15,2900,US,US-Federal
5927,AR566872667311833088,TEXAS PUBLIC POLICY FOUNDATION,7,3000,US,US-Federal
5928,AR56689445138595840,MARKETFUEL SUBSCRIPTION SERVICES,1422,1118600,US,US-Federal
5929,AR56693499587723264,JASON LEWIS FOR SENATE,6,29000,US,US-Federal
5930,AR567119301513838592,FRIENDS OF SHERROD BROWN,49,94200,US,US-Federal
5931,AR56714252869697536,BARTHOLOMEW COMMUNICATIONS & STRATEGIES LLC,5,5100,US,US-Federal
5932,AR56716589331906560,"INDEPENDENT VISUAL ARTS COLLECTIVE, LLC",5,2900,US,US-Federal
5933,AR567182867029819392,CITIZENS FOR BOYLE,16,1300,US,US-Federal
5935,AR56740297551380480,OPTIMIZE MARKETING AND MEDIA LLC,1,100,US,US-Federal
5936,AR567432146931679232,CHERMAK FOR PA,11,2600,US,US-Federal
5937,AR567549519797944320,APRIL SOMBOUN FOR NYC COUNCIL DISTRICT 33,1,0,US,US-Federal
5938,AR567628822074097664,Aird for Delegate,3,2300,US,US-Federal
5940,AR568018702025359360,45COMMITTEE INC.,6,262400,US,US-Federal
5942,AR568289181885792256,REPUBLICAN PARTY OF WISCONSIN,28,24600,US,US-Federal
5943,AR568293442493349888,PRIORITIES USA ACTION,4038,7854700,US,US-Federal
5944,AR56835474026659840,"ADVANTAGE ADVERTISING, INC.",38,1500,US,US-Federal
5945,AR568468471000596480,NEAL WHITLEY,7,100,US,US-Federal
5946,AR568700055637196800,AMERICA S GIFT SHOP LLC,18,21800,US,US-Federal
5948,AR56882615587700736,"WAY TO WIN ACTION FUND, INC.",114,270800,US,US-Federal
5949,AR568891851696766976,FRIENDS OF SENATOR JANE NELSON,19,14300,US,US-Federal
5950,AR568985997379895296,DR CAMERON WEBB FOR CONGRESS,5,500,US,US-Federal
5951,AR569014515962740736,COLLEEN MORELLI,1,100,US,US-Federal
5952,AR569117595177844736,PETER M CUNNINGHAM,1,0,US,US-Federal
5953,AR569126322551390208,DR BISHAM SINGH FOR CONGRESS,6,900,US,US-Federal
5954,AR569134706327552,CHAMBER OF COMMERCE OF THE USA,285,231200,US,US-Federal
5955,AR569241565113876480,WILL ROBINSON CAMPAIGN,15,2300,US,US-Federal
5956,AR569371101327523840,LOU BARLETTA FOR SENATE,15,23300,US,US-Federal
5957,AR569414291518652416,SCARLETT WILSON FOR SOLICITOR,1,800,US,US-Federal
5958,AR569677658913243136,REBECCA PARSON 2020,28,5500,US,US-Federal
5959,AR569817296889970688,RALPH NORMAN FOR CONGRESS,14,32000,US,US-Federal
5960,AR569830319230812160,REP. TREY HOLLINGSWORTH - U.S. HOUSE OF REPRESENTATIVES,1,4000,US,US-Federal
5961,AR569982292353613824,PEOPLE 4 JAN,154,2600,US,US-Federal
5962,AR570100902170460160,TONY GERMAN FOR CONGRESS,3,100,US,US-Federal
5963,AR570119765666824192,TEXANS FOR EVA GUZMAN,2,14900,US,US-Federal
5964,AR570286788355031040,FRIENDS OF LATONYA JOHNSON,9,9700,US,US-Federal
5965,AR570560566750347264,ONE GENERATION AWAY,5,4600,US,US-Federal
5966,AR570579945642786816,FRIENDS OF MATT GAETZ,4,2100,US,US-Federal
5967,AR570632859639873536,MONT HANDLEY FOR CONGRESS,2,900,US,US-Federal
5968,AR570672510777950208,LARSON FOR MKE,23,25000,US,US-Federal
5969,AR570784283006861312,KINA COLLINS FOR CONGRESS,3,400,US,US-Federal
5970,AR570839155509035008,PHILLIP CHEN FOR ASSEMBLY 2020,7,16700,US,US-Federal
5971,AR570855923061358592,POPULAR DEMOCRACY PAC,5,50400,US,US-Federal
5973,AR571104343969759232,REPRESENT.US,9,5000,US,US-Federal
5974,AR571207285745909760,FRIENDS OF MAZIE HIRONO,24,35800,US,US-Federal
5976,AR57130624179240960,Democratic Party of Illinois,31,1900,US,US-Federal
5977,AR571358124997345280,KHALED SALEM,34,900,US,US-Federal
5979,AR571427394229895168,SNYDER FOR AK HOUSE,12,11600,US,US-Federal
5980,AR571517348024942592,HERN FOR CONGRESS,18,8900,US,US-Federal
5981,AR571531985273487360,MAJORITY 51,12,1300,US,US-Federal
5982,AR5716086074900480,MONTANA CONSERVATION VOTERS EDUCATION FUND,10,700,US,US-Federal
5983,AR571633140343242752,MIKEBLOOMBERG.COM LLC,27,156600,US,US-Federal
5984,AR571698011529281536,CITIZENS FOR LENTOL,6,14200,US,US-Federal
5987,AR57188279820222464,GRIER HOPKINS,6,700,US,US-Federal
5988,AR571896267219664896,LISA MCCLAIN FOR CONGRESS,39,30600,US,US-Federal
5990,AR572113970521964544,NEVADA RIGHT TO LIFE,2,200,US,US-Federal
5991,AR572329749678915584,FRIENDS OF JIM CLYBURN,2,2800,US,US-Federal
5992,AR572574528455049216,MARYOTT FOR CONGRESS,5,1800,US,US-Federal
5993,AR572748801048051712,CINDY HYDE-SMITH FOR US SENATE,139,38900,US,US-Federal
5994,AR572860023521148928,SAVING ARIZONA PAC,4,5800,US,US-Federal
5995,AR572981553915756544,COLLEEN BURTON CAMPAIGN,21,7000,US,US-Federal
5996,AR573022579443367936,FUTURE FORWARD USA ACTION,9,4400,US,US-Federal
5998,AR573179809606139904,DODSON FOR SENATE-WYOMING FIRST INC,9,14700,US,US-Federal
6000,AR573266052549443584,KEEP THE MONEY IN NEBRASKA,1,1800,US,US-Federal
6002,AR573395451324137472,"NATIONAL ASSOCIATION FOR GUN RIGHTS, INC.",147,22600,US,US-Federal
6004,AR573617724471640064,FRIENDS OF NELLIE GORBEA,7,100,US,US-Federal
6005,AR573753411078455296,MICHAEL SCHOFIELD,4,27000,US,US-Federal
6007,AR573823504944726016,FLORIDA WATCH ACTION INC.,16,47500,US,US-Federal
6008,AR573874700954894336,MAX ROSE FOR CONGRESS,220,319800,US,US-Federal
6009,AR573939159824072704,DOUG JONES FOR SENATE COMMITTEE,63,379600,US,US-Federal
6010,AR574148067033350144,TONY GONZALES FOR CONGRESS,18,9600,US,US-Federal
6011,AR574183045247008768,FRIENDS OF BRONWYN HALTOM,8,11700,US,US-Federal
6012,AR574191257224478720,COMMITTEE TO ELECT GREG ZANETTI,1,300,US,US-Federal
6013,AR574220291203399680,KAHELE FOR CONGRESS,1,900,US,US-Federal
6014,AR574309076767342592,SUZY LOFTUS FOR DEMOCRATIC COUNTY CENTRAL COMMITTEE 2020,11,15300,US,US-Federal
6015,AR574309214206296064,FRIENDS OF TIM ONEAL,15,6100,US,US-Federal
6016,AR574311413229551616,BRADY CAMPAIGN TO PREVENT GUN VIOLENCE,1,0,US,US-Federal
6017,AR574322751943213056,INDEPENDENT WOMEN'S VOICE,8,1100,US,US-Federal
6019,AR574584985466437632,SCOTT TAYLOR FOR CONGRESS,15,7900,US,US-Federal
6020,AR574654254698987520,SCOTT WAGNER FOR GOVERNOR,13,90000,US,US-Federal
6021,AR574768397749846016,COOPER FOR CONGRESS,14,15400,US,US-Federal
6022,AR574921436024537088,GEORGE FRANKLIN FOR CONGRESS,5,300,US,US-Federal
6023,AR574953184422789120,NO MORE COSTLY WALKOUTS,38,38100,US,US-Federal
6024,AR5750102215884800,COMMITTEE TO ELECT JOANNA MENDOZA,7,11800,US,US-Federal
6025,AR575075711249809408,"COLLINS FOR SENATE, INC.",149,147400,US,US-Federal
6028,AR575274379257053184,VALOR PAC,36,20800,US,US-Federal
6031,AR57545861617418240,REP. DARREN LAHOOD - U.S. HOUSE OF REPRESENTATIVES,2,14200,US,US-Federal
6032,AR575514519468507136,NICOLE HASSO FOR CONGRESS,3,600,US,US-Federal
6033,AR575724904146534400,HIGHTOWER FOR ALABAMA,36,3500,US,US-Federal
6034,AR575825268942307328,TAXPAYERS FOR JOHN JAGLER,2,600,US,US-Federal
6035,AR57584653762035712,TERRY LYON FOR ASSEMBLY,2,500,US,US-Federal
