,Unnamed: 0,AdText,Category,Platform
969,1667,Vote John Hickenlooper | Help Us Flip The SenateAd hickenlooper.com Ballots are out! Voting is easy and safe - mail your vote for John today. Mail your ballot back on or before 10/26 or drop it off in-person by 7pm on 11/3.,political,Google
970,1670,Election Day Is November 3 | Make A Plan To Vote | Vote Hickenlooper For SenateAd hickenlooper.com/vote Election Day is 11/3 but don’t wait! Get the facts about mail-in and early voting here. Don’t miss your chance to support our fight for a clean planet lower health costs & more.,political,Google
971,1671,Hickenlooper for U.S. Senate | Learn More About Voting In COAd hickenlooper.com/vote Election Day is almost here! Make your plan to vote for John Hickenlooper by 7pm on 11/3. You can mail in your vote for John this month! It’s safe secure and easy.,political,Google
972,1672,Vote Hickenlooper For Senate | Election Day Is November 3Ad hickenlooper.com/vote Make a plan to vote before Election Day. Click here for all information you need. Vote John Hickenlooper to help bring new leadership to Washington.,political,Google
973,1673,Vote John Hickenlooper | Make A Plan To VoteAd hickenlooper.com/vote Election Day is 11/3 but don’t wait! Get the facts about mail-in and early voting here. You can mail in your vote for John this month! It’s safe secure and easy.,political,Google
974,1674,Hickenlooper For U.S. Senate | Make A Plan To VoteAd hickenlooper.com/vote Find all the information you need to cast your vote for John Hickenlooper this year. Support our fight for a clean planet lower health costs and more.,political,Google
975,1675,Independent Fact Check | Gardner Statements Are FalseAd politifact.com/gardner Cory Gardner is trying to hide his voting record against pre-existing conditions. Gardner has voted to eliminate or defund the Affordable Care Act 13 times.,political,Google
976,1676,Gardner Is Lying To Voters | Independent Fact CheckAd politifact.com/gardner Independent fact check finds Gardner’s statements on pre-existing conditions to be false. Make no mistake - Cory Gardner will not protect Coloradans with pre-existing conditions.,political,Google
977,1677,John Hickenlooper For Colorado | John Hickenlooper For Senate | Official Campaign WebsiteAd secure.actblue.com/donate John Hickenlooper’s a former Governor with a proven record of leadership. John Hickenlooper is running for Senate in Colorado. Together we can flip this seat.,political,Google
978,1678,Hickenlooper For Colorado | Official Campaign Website | Donate NowAd secure.actblue.com/donate John Hickenlooper’s a former Governor with a proven record of leadership. John Hickenlooper is running for Senate in Colorado. Together we can flip this seat.,political,Google
979,1679,Don't Let Bill Nelson | Steal The Senate Election | Volunteer For Team Scott TodayAd rickscottforflorida.com Bill Nelson Is Trying To Steal A Senate Seat From FL Voters With Fraudulent Votes. Help Team Scott Fight Back Against Democrats' Scam. Volunteer Today.,political,Google
980,1680,Rick Scott Needs Your Help | Stop Election Fraud In FL | Sign The Petition NowAd rickscottforflorida.com Bill Nelson Wants To Ignore The Will Of Florida Voters And Count Illegal Votes. Sign Your Name Tell Bill Nelson You See Through His Dishonesty,political,Google
981,1681,Rick Scott Needs Your Help | Stop Election Fraud In FL | Sign Up To Volunteer TodayAd rickscottforflorida.com Bill Nelson Thinks He Can Deceive FL Voters And Count Illegal Ballots. Show Nelson You Reject His Scam. Sign Up To Volunteer For Team Scott Today.,political,Google
982,1683,Rick Scott Needs Your Help | Stop The Election Fraud | Donate To Team Scott NowAd rickscottforflorida.com Bill Nelson Thinks He Can Deceive FL Voters And Count Illegal Ballots. Help Fight Back Against This Scam. Donate To Team Scott Today.,political,Google
983,1688,Rick Scott Needs Your Help | Stop The Election Fraud | Click Here To Learn MoreAd rickscottforflorida.com Bill Nelson Thinks He Can Deceive Us And Count Illegal Ballots. Click Here To Learn More About How You Can Stop Bill Nelson From Hurting FL Voters.,political,Google
984,1697,Fire Bill Nelson | 50 Years Of Failure | Vote for Rick Scott on Nov 6thAd rickscottforflorida.com Bill Nelson Has Failed Us. Washington Needs Term Limits. Support Rick Scott. Find Your Polling Place.,political,Google
985,1698,Rick Scott for Senate | Vote Tuesday November 6th. | Send Scott to WashingtonAd rickscottforflorida.com A Father Grandfather And Businessman. Not A Career Politician. Find Your Polling Place.,political,Google
986,1699,Elect Rick Scott To The Senate | Vote Tuesday November 6th. | Find Your Polling PlaceAd rickscottforflorida.com Florida Created 1.5 Million Jobs Under Governor Scott. Support Him For Senate.,political,Google
987,1701,Elect Rick Scott to the Senate | Vote Tuesday November 6th. | Find Your Polling PlaceAd rickscottforflorida.com A Father Grandfather And Businessman. Not A Career Politician.,political,Google
988,1704,Help Defeat Bill Nelson | Rick Scott For Senate | Vote Tuesday Nov 6th.Ad rickscottforflorida.com Bill Nelson Has Failed Us. Rick Scott Will Make Washington Work,political,Google
989,1705,Vote For Rick Scott For Senate | We Need Change In Washington | Vote Tuesday November 6th.Ad rickscottforflorida.com Scott Knows That DC Is Broken And He Has A Plan To Fix It. Learn More. Find Your Polling Place.,political,Google
990,1706,Help Defeat Bill Nelson | Rick Scott For Senate | Learn MoreAd rickscottforflorida.com Bill Nelson Has Failed Us. Rick Scott Will Make Washington Work,political,Google
991,1707,Elect Rick Scott to the Senate | We Need Change In Washington. | Vote Tuesday November 6th.Ad rickscottforflorida.com A Father Grandfather And Businessman. Not A Career Politician. Find Your Polling Place.,political,Google
992,1710,Rick Scott for Senate | Defeat Nelson | Find Your Polling PlaceAd rickscottforflorida.com Florida's Senator Should Be A Job Creator. Let's Oust Nelson. Help Elect Rick Scott to the Senate.,political,Google
993,1711,Rick Scott For Senate | We Need Change In Washington | Find Your Polling PlaceAd rickscottforflorida.com Scott Knows That DC Is Broken And He Has A Plan To Fix It. Learn More.,political,Google
994,1712,Elect Rick Scott to the Senate | Vote Tuesday November 6th. | Find Your Polling Place.Ad rickscottforflorida.com A Father Grandfather And Businessman. Not A Career Politician. Send Him To Washington.,political,Google
995,1713,Civilian Climate Corps | Learn What It's All About | Official: Evergreen ActionAd evergreenaction.com This Could Be Biden's FDR Moment! That's Why It's Part Of His Bold Budget Proposal. Americans Are Ready To Build Our Clean Energy Future. Here's How.,political,Google
996,1715,What's In Biden's Bold Budget? | A Clean Electricity Standard | Defeat The Climate CrisisAd evergreenaction.com Biden's Making Clean Electricity A Priority In His Bold Budget Proposal. Move America’s Power Grid To 100% Clean Electricity And Create Millions Of Jobs.,political,Google
997,1716,We Need Civilian Climate Corps | Learn Why And Take Action | Official: Evergreen ActionAd evergreenaction.com A Modern Civilian Climate Corps Invests In Our Workforce And Our Communities. Let's Put Americans To Work Defeating The Climate Crisis.,political,Google
998,1718,Help Is on The Way for WI | Pandemic Relief Is Here | American Rescue Plan Is HereAd pbswisconsin.org The American Rescue Plan means Wisconsinites will receive their COVID vaccines sooner. Thanks to the American Rescue Plan a family of four could receive up to $5600.,political,Google
999,1719,Help Is on The Way for AZ | Help Is Here for Arizona | American Rescue Plan Is HereAd knau.org The American Rescue Plan means Arizonans will receive their COVID vaccines sooner. Thanks to the American Rescue Plan a family of four could receive up to $5600.,political,Google
1000,1726,Help Is on The Way for Ohio | Pandemic Relief Is Here | American Rescue Plan Is HereAd dispatch.com The American Rescue Plan means Ohioans will receive their COVID vaccines sooner. Thanks to the American Rescue Plan a family of four could receive up to $5600.,political,Google
1001,1727,Thank Senator Raphael Warnock | Help Is on The Way For GA | American Rescue Plan Is HereAd wgxa.tv The American Rescue Plan will boost the economy reopen schools and end the pandemic. Thanks to the American Rescue Plan a family of four could receive up to $5600.,political,Google
1002,1728,"American Rescue Plan Is Here | Pandemic Relief Is Here | Funding for Schools FamiliesAd readingeagle.com The American Rescue Plan means Pennsylvanians will receive their COVID vaccines sooner. Officials call the American Rescue Act a ""game changer"" for kids in Pennsylvania.",political,Google
1003,1730,"American Rescue Plan Is Here | Pandemic Relief Is Here | Funding for Schools FamiliesAd dispatch.com The American Rescue Plan means Pennsylvanians will receive their COVID vaccines sooner. Officials call the American Rescue Act a ""game changer"" for kids in Pennsylvania.",political,Google
1004,1731,"Support for Small Businesses | Help Is on The Way for NV | Funding for Schools FamiliesAd rgj.com The American Rescue Plan brings more relief to Nevada small businesses. Officials call the American Rescue Act a ""game changer"" for kids in Pennsylvania.",political,Google
1005,1732,"American Rescue Plan Is Here | Pandemic Relief Is Here | Funding for Schools FamiliesAd wgxa.tv The American Rescue Plan means Pennsylvanians will receive their COVID vaccines sooner. Officials call the American Rescue Act a ""game changer"" for kids in Pennsylvania.",political,Google
1006,1733,Support for Small Businesses | Help Is on The Way for NV | Funding for Schools FamiliesAd rgj.com The American Rescue Plan brings more relief to Nevada small businesses. Thanks to the American Rescue Plan a family of four could receive up to $5600.,political,Google
1007,1749,Covid Relief Stimulus Bill | Hijacked by Liberals | Tell Rep. Axne to OpposeAd americanactionnetwork.org The Liberals’ $1.9 trillion stimulus bill is too costly too liberal and too corrupt. Tell Rep. Axne to oppose H.R. 1319. Sign the petition!,political,Google
1008,1750,Covid Relief Stimulus Bill | Hijacked by Liberals | Tell Rep. Lamb to OpposeAd americanactionnetwork.org The Liberals’ $1.9 trillion stimulus bill is too costly too liberal and too corrupt. Tell Rep. Lamb to oppose H.R. 1319. Sign the petition!,political,Google
1009,1751,Covid Relief Stimulus Bill | Hijacked by Liberals | Tell Rep. Bourdeaux to OpposeAd americanactionnetwork.org The Liberals’ $1.9 trillion stimulus bill is too costly too liberal and too corrupt. Tell Rep. Bourdeaux to oppose H.R. 1319. Sign the petition!,political,Google
1010,1752,Covid Relief Stimulus Bill | Hijacked by Liberals | Tell Rep. Spanberger to OpposeAd americanactionnetwork.org The Liberals’ $1.9 trillion stimulus bill is too costly too liberal and too corrupt. Tell Rep. Spanberger to oppose H.R. 1319. Sign the petition!,political,Google
1011,1753,Covid Relief Stimulus Bill | Hijacked by Liberals | Tell Rep. Schrader to OpposeAd americanactionnetwork.org The Liberals’ $1.9 trillion stimulus bill is too costly too liberal and too corrupt. Tell Rep. Schrader to oppose H.R. 1319. Sign the petition!,political,Google
1012,1754,Covid Relief Stimulus Bill | Hijacked by Liberals | Tell Rep. Yarmuth to OpposeAd americanactionnetwork.org The Liberals’ $1.9 trillion stimulus bill is too costly too liberal and too corrupt. Tell Rep. Yarmuth to oppose H.R. 1319. Sign the petition!,political,Google
1013,1755,Stop Pelosi’s Liberal Stimulus | Tell Rep. Slotkin to Oppose | It’s Too Costly Too CorruptAd americanactionnetwork.org Liberals are hijacking the COVID relief bill. Tell Rep. Slotkin to oppose H.R. 1319. Sign the petition!,political,Google
1014,1756,Stop Pelosi’s Liberal Stimulus | Tell Rep. Luria to Oppose | It’s Too Costly Too CorruptAd americanactionnetwork.org Liberals are hijacking the COVID relief bill. Tell Rep. Luria to oppose H.R. 1319. Sign the petition!,political,Google
1015,1757,Stop Pelosi’s Liberal Stimulus | Tell Rep. Schrader to Oppose | It’s Too Costly Too CorruptAd americanactionnetwork.org Liberals are hijacking the COVID relief bill. Tell Rep. Schrader to oppose H.R. 1319. Sign the petition!,political,Google
1016,1758,Stop Pelosi’s Liberal Stimulus | Tell Rep. Axne to Oppose | It’s Too Costly Too CorruptAd americanactionnetwork.org Liberals are hijacking the COVID relief bill. Tell Rep. Axne to oppose H.R. 1319. Sign the petition!,political,Google
1017,1759,Stop Pelosi’s Liberal Stimulus | Tell Rep. Lamb to Oppose | It’s Too Costly Too CorruptAd americanactionnetwork.org Liberals are hijacking the COVID relief bill. Tell Rep. Lamb to oppose H.R. 1319. Sign the petition!,political,Google
1018,1760,Stop the Liberal Stimulus Bill | It’s Too Costly Too Corrupt | Tell Rep. Lamb to OpposeAd americanactionnetwork.org The Liberals’ $1.9 trillion stimulus bill helps bail out their Liberal cronies’ states. Don’t let Liberals hijack COVID Relief. Tell Rep. Lamb to oppose H.R. 1319.,political,Google
1019,1761,Stop Pelosi’s Liberal Stimulus | Tell Rep. Spanberger to Oppose | It’s Too Costly Too CorruptAd americanactionnetwork.org Liberals are hijacking the COVID relief bill. Tell Rep. Spanberger to oppose H.R. 1319. Sign the petition!,political,Google
1020,1762,Stop Pelosi’s Liberal Stimulus | Tell Rep. Golden to Oppose | It’s Too Costly Too CorruptAd americanactionnetwork.org Liberals are hijacking the COVID relief bill. Tell Rep. Golden to oppose H.R. 1319. Sign the petition!,political,Google
1021,1763,Stop Pelosi’s Liberal Stimulus | Tell Rep. Kind to Oppose | It’s Too Costly Too CorruptAd americanactionnetwork.org Liberals are hijacking the COVID relief bill. Tell Rep. Kind to oppose H.R. 1319. Sign the petition!,political,Google
1022,1764,Stop Pelosi’s Liberal Stimulus | Tell Rep. Davids to Oppose | It’s Too Costly Too CorruptAd americanactionnetwork.org Liberals are hijacking the COVID relief bill. Tell Rep. Davids to oppose H.R. 1319. Sign the petition!,political,Google
1023,1765,Stop the Liberal Stimulus Bill | It’s Too Costly Too Corrupt | Tell Rep. Spanberger to OpposeAd americanactionnetwork.org The Liberals’ $1.9 trillion stimulus bill helps bail out their Liberal cronies’ states. Don’t let Liberals hijack COVID Relief. Tell Rep. Spanberger to oppose H.R. 1319.,political,Google
1024,1766,Stop Pelosi’s Liberal Stimulus | Tell Rep. Yarmuth to Oppose | It’s Too Costly Too CorruptAd americanactionnetwork.org Liberals are hijacking the COVID relief bill. Tell Rep. Yarmuth to oppose H.R. 1319. Sign the petition!,political,Google
1025,1767,Stop the Liberal Stimulus Bill | It’s Too Costly Too Corrupt | Tell Rep. Bourdeaux to OpposeAd americanactionnetwork.org The Liberals’ $1.9 trillion stimulus bill helps bail out their Liberal cronies’ states. Don’t let Liberals hijack COVID Relief. Tell Rep. Bourdeaux to oppose H.R. 1319.,political,Google
1026,1768,Stop the Liberal Stimulus Bill | It’s Too Costly Too Corrupt | Tell Rep. Slotkin to OpposeAd americanactionnetwork.org The Liberals’ $1.9 trillion stimulus bill helps bail out their Liberal cronies’ states. Don’t let Liberals hijack COVID Relief. Tell Rep. Slotkin to oppose H.R. 1319.,political,Google
1027,1769,Stop Pelosi’s Liberal Stimulus | Tell Rep. Bourdeaux to Oppose | It’s Too Costly Too CorruptAd americanactionnetwork.org Liberals are hijacking the COVID relief bill. Tell Rep. Bourdeaux to oppose H.R. 1319. Sign the petition!,political,Google
1028,1770,Stop the Liberal Stimulus Bill | It’s Too Costly Too Corrupt | Tell Rep. Yarmuth to OpposeAd americanactionnetwork.org The Liberals’ $1.9 trillion stimulus bill helps bail out their Liberal cronies’ states. Don’t let Liberals hijack COVID Relief. Tell Rep. Yarmuth to oppose H.R. 1319.,political,Google
1029,1771,Stop the Liberal Stimulus Bill | It’s Too Costly Too Corrupt | Tell Rep. Davids to OpposeAd americanactionnetwork.org The Liberals’ $1.9 trillion stimulus bill helps bail out their Liberal cronies’ states. Don’t let Liberals hijack COVID Relief. Tell Rep. Davids to oppose H.R. 1319.,political,Google
1030,1772,Rep. Dave Loebsack | Ignored Us & Voted to Impeach | Enough with the Partisan GamesAd aan.p2a.co It's a politically-motivated charade that lets D.C. elites decide the election not us. Stop ignoring issues like the opioid crisis securing the border & helping our veterans.,political,Google
1031,1773,Rep. Josh Gottheimer | Ignored Us & Voted to Impeach | Enough with the Partisan GamesAd aan.p2a.co It's a politically-motivated charade that lets D.C. elites decide the election not us. Stop ignoring issues like the opioid crisis securing the border & helping our veterans.,political,Google
1032,1774,Rep. Chris Pappas | Ignored Us & Voted to Impeach | Enough with the Partisan GamesAd aan.p2a.co It's a politically-motivated charade that lets D.C. elites decide the election not us. Stop ignoring issues like the opioid crisis securing the border & helping our veterans.,political,Google
1033,1775,Rep. Mikie Sherrill | Ignored Us & Voted to Impeach | Enough with the Partisan GamesAd aan.p2a.co It's a politically-motivated charade that lets D.C. elites decide the election not us. Stop ignoring issues like the opioid crisis securing the border & helping our veterans.,political,Google
1034,1776,Rep. Ron Kind | Ignored Us & Voted to Impeach | Enough with the Partisan GamesAd aan.p2a.co It's a politically-motivated charade that lets D.C. elites decide the election not us. Stop ignoring issues like the opioid crisis securing the border & helping our veterans.,political,Google
1035,1777,Rep. Sean Patrick Maloney | Ignored Us & Voted to Impeach | Enough with the Partisan GamesAd aan.p2a.co It's a politically-motivated charade that lets D.C. elites decide the election not us. Stop ignoring issues like the opioid crisis securing the border & helping our veterans.,political,Google
1036,1778,Rep. Elaine Luria | Ignored Us & Voted to Impeach | Enough with the Partisan GamesAd aan.p2a.co It's a politically-motivated charade that lets D.C. elites decide the election not us. Stop ignoring issues like the opioid crisis securing the border & helping our veterans.,political,Google
1037,1779,Rep. Lauren Underwood | Ignored Us & Voted to Impeach | Enough with the Partisan GamesAd aan.p2a.co It's a politically-motivated charade that lets D.C. elites decide the election not us. Stop ignoring issues like the opioid crisis securing the border & helping our veterans.,political,Google
1038,1780,Rep. Lucy McBath | Ignored Us & Voted to Impeach | Enough with the Partisan GamesAd aan.p2a.co It's a politically-motivated charade that lets D.C. elites decide the election not us. Stop ignoring issues like the opioid crisis securing the border & helping our veterans.,political,Google
1039,1781,Rep. Cheri Bustos | Ignored Us & Voted to Impeach | Enough with the Partisan GamesAd aan.p2a.co It's a politically-motivated charade that lets D.C. elites decide the election not us. Stop ignoring issues like the opioid crisis securing the border & helping our veterans.,political,Google
1040,1782,Rep. Max Rose | Ignored Us & Voted to Impeach | Enough with the Partisan GamesAd aan.p2a.co It's a politically-motivated charade that lets D.C. elites decide the election not us. Stop ignoring issues like the opioid crisis securing the border & helping our veterans.,political,Google
1041,1783,Rep. Abigail Spanberger | Ignored Us & Voted to Impeach | Enough with the Partisan GamesAd aan.p2a.co It's a politically-motivated charade that lets D.C. elites decide the election not us. Stop ignoring issues like the opioid crisis securing the border & helping our veterans.,political,Google
1042,1784,Rep. Kendra Horn | Ignored Us & Voted to Impeach | Enough with the Partisan GamesAd aan.p2a.co It's a politically-motivated charade that lets D.C. elites decide the election not us. Stop ignoring issues like the opioid crisis securing the border & helping our veterans.,political,Google
1043,1785,The GOP is Outraising Us | Donate to Sen. Raphael Warnock | Chip in Before 11:59 p.m.Ad secure.actblue.com/donate/keep-GA-blue The GOP is outraising us – give before midnight tonight to fight back and win in Georgia! Donate by midnight & have your gift 2x matched to win in Georgia and keep the Senate blue!,political,Google
1044,1788,Georgia is my Home | Please Donate to My Campaign | Warnock for SenateAd secure.actblue.com/donate-now Reverend Raphael Warnock is running for Senate in Georgia. Please – chip in today! 11:59 p.m. deadline: Your gift makes the difference. Give now to help Rev. Warnock win.,political,Google
1045,1789,Democrats Can Win in Georgia | Give to Support Rev. Warnock | Deadline: Midnight TonightAd secure.actblue.com/donate-now Raphael Warnock can win. Let's build this together and flip the Senate blue. Give now to help elect Rev. Raphael Warnock and take back the Senate for Dems.,political,Google
1046,1790,Help Us Win Here in Georgia | Donate to Warnock for Senate | Deadline: 11:59 p.m.Ad secure.actblue.com/donate-now We can't win in Georgia without your support. Chip in now to help Rev. Warnock win in GA! 11:59 p.m. deadline: Give now to power this campaign forward!,political,Google
1047,1791,Raphael Warnock for Georgia | Chip in before 11:59 p.m. | Defeat the GOP. Give Now.Ad secure.actblue.com/donate-now 11:59 p.m. deadline: Our moment is right now. Give now to help elect Raphael Warnock. Chip in now to support Rev. Raphael Warnock and flip the Senate blue.,political,Google
1048,1792,Stacey Abrams Endorsement | Give to Warnock for Senate | Deadline: 11:59 p.m.Ad secure.actblue.com/donate-now Stacey Abrams endorses Rev. Warnock's vision for GA. Give now to power this campaign. 11:59 p.m. deadline: Your gift makes the difference. Give now to help Rev. Warnock win.,political,Google
1049,1793,Restore Voting Rights in GA | Donate to Warnock for Senate | Deadline: 11:59 p.m.Ad secure.actblue.com/donate-now 11:59 p.m. deadline: Chip in now to elect Rev. Warnock for Senate in Georgia! We've got to protect our democracy. Give now to make sure we can do it!,political,Google
1050,1794,Help Rev. Warnock Turn GA Blue | We Can't Win Without You | Hours Left: Midnight DeadlineAd secure.actblue.com/donate-now 11:59 p.m. deadline: Your donation is crucial! Chip in and help Warnock flip Georgia blue. Democrats can win in Georgia but only with your help. Chip in now.,political,Google
1051,1795,Georgia Needs Rev. Warnock (D) | Donate Now to Win the Runoff | Live Match: Double Your ImpactAd secure.actblue.com/georgia-runoff/donate-now 11:59 p.m. deadline: Your donation is critical to flipping the Senate & defeating the GOP! This is critical – give before midnight to get your gift matched and help win in GA.,political,Google
1052,1798,Donate Now: Turn Georgia Blue | Rev. Warnock for Senate | 11:59 p.m. DeadlineAd secure.actblue.com/donate-now 11:59 p.m. deadline: Your donation is crucial. Help Raphael Warnock defeat the GOP! Rev. Raphael Warnock will protect voting rights. Chip in to help flip the Senate blue.,political,Google
1053,1801,All Gifts 2X Matched Today | Donate to Warnock for Senate | Deadline: 11:59 p.m.Ad secure.actblue.com/donate-now 11:59 p.m. deadline: Chip in now to have your gift 2X matched to flip the Senate! We can take Georgia back in 2020 – with your help. Give to Warnock for Senate now.,political,Google
1054,1805,Take Back Georgia in 2020 | Donate to Warnock for Senate | Midnight Deadline. Give now.Ad secure.actblue.com/donate-now Give now to support Rev. Warnock for Senate in GA! Midnight deadline to give. We can take Georgia back in 2020 – with your help. Give to Warnock for Georgia now.,political,Google
1055,1808,Flip Georgia Blue in 2020 | Give to Rev. Raphael Warnock | Deadline: 11:59 p.m.Ad secure.actblue.com/donate-now Chip in to help Rev. Warnock win in GA! 11:59 p.m. deadline. We're fighting for moral leadership in 2020. Give now to help us get there.,political,Google
1056,1810,The GOP is Outraising Us | Donate to Warnock for Senate | Deadline: 11:59 p.m.Ad secure.actblue.com/donate-now We can take Georgia back in 2020 – with your help. Give to Warnock for Senate now. 11:59 p.m. deadline: Your gift makes the difference. Give now to help Rev. Warnock win!,political,Google
1057,1820,Standing Up for Arizona | Sen. Kelly Fight for AZ ReliefAd majorityforward.com Tell Senator Kelly to keep putting Arizona first.,political,Google
1058,1821,Keep Putting Arizona First | Sen. Kelly is Fighting for AZAd majorityforward.com Tell Senator Kelly to keep fighting for relief for ALL Arizonans.,political,Google
1059,1828,Veteran. Michigander. Senator. | Gary Peters is for MichiganAd servingmichigan.org Gary Peters is boosting Michigan's defense industry and protecting our country. Click here to learn more.,political,Google
1060,1830,Michigan Deserves Health Care | Gary Peters is Defending itAd servingmichigan.org Gary Peters is fighting drug companies and working to expand your health care. He's working for Michigan. Learn more.,political,Google
1061,1831,Gary Peters works for Michigan | Bipartisan LegislatorAd servingmichigan.org Senator Gary Peters was named one of the most bipartisan senators. Learn how he's working for you and for Michigan,political,Google
1062,1832,Protecting our Country | Senator Gary PetersAd servingmichigan.org While others are focused on partisan politics Senator Peters is keeping Michigan safe Learn how Senator Peters passed key bills to protect our border.,political,Google
1063,1837,Defeat Marsha Blackburn | She Just Can't Be TrustedAd tennessee-true.org She was called one of the most corrupt members of Congress. Learn more.,political,Google
1064,1838,Defeat Marsha Blackburn | She Just Can't Be TrustedAd tennessee-true.org She cares more about drug special interests than Tennesseans torn by opioids.,political,Google
1065,1839,Defeat Marsha Blackburn | She Just Can't Be TrustedAd tennessee-true.org She voted to raise her own tax-payer funded salary 7 times. Learn more.,political,Google
1066,1840,Defeat Marsha Blackburn | She Just Can't Be TrustedAd tennessee-true.org She has used her office to benefit herself not Tennesseans. Learn more.,political,Google
1067,1841,Phil Bredesen for Senate | He Gets Things DoneAd tennessee-true.org Under Bredesen’s watch Tennessee businesses thrived. Learn more here.,political,Google
1068,1842,Phil Bredesen for Senate | He Gets Things DoneAd tennessee-true.org As Governor Bredesen saved Tennessee from a financial tailspin. Learn more here.,political,Google
1069,1843,Phil Bredesen for Senate | He Gets Things DoneAd tennessee-true.org Phil Bredesen is honest and independent. He’s Tennessee True. Learn more.,political,Google
1070,1844,Phil Bredesen for Senate | He Gets Things DoneAd tennessee-true.org As Governor he worked across the aisle to balance eight budgets. Learn more.,political,Google
1071,1845,Beaches Poisoned By Red Tide | This Is On Rick ScottAd cleanupyourmessrickscott.com Red tide is killing wildlife and poisoning Floridians. Tell Scott to act now.,political,Google
1072,1846,Algae Blooms Poisoning Florida | Tell Rick Scott To ActAd cleanupyourmessrickscott.com Rick Scott gutted water protections putting animals and people in harm's way,political,Google
1073,1847,Scott Wouldn’t Protect Florida | Now He Needs To Clean It UpAd cleanupyourmessrickscott.com Dead wildlife and polluted beaches are Rick Scott's environmental legacy.,political,Google
1074,1848,Rick Scott Allowed Red Tide | He Gave Polluters A PassAd cleanupyourmessrickscott.com Rick Scott’s trying to blame others for red tide. Tell him to clean up his mess.,political,Google
1075,1849,<dynamically generated based on landing page content>Ad http://yes15.org/ Prop 15 is a balanced reform that closes property tax loopholes for wealthy corporations It will reclaim billions every year to invest in our schools and local communities.,political,Google
1076,1850,Vote Yes on 15 | $12B for Schools & Communities | Close Corporate Tax LoopholesAd yes15.org Prop 15 is a balanced reform that closes property tax loopholes for wealthy corporations It will reclaim billions every year to invest in our schools and local communities.,political,Google
1077,1851,Republicans Against Trump | Republican VotersAd rvat.org Republican Voters Against Trump Republicans and former Trump voters who can’t support Trump for president this fall.,political,Google
1078,1852,Rosenstein Impeachment | Protect Mueller InvestigationAd ruleoflawrepublicans.com/rosenstein/impeachment Republicans for the Rule of Law Are Sending A Message To The President. Join Us.,political,Google
1079,1853,Deputy AG Rosenstein | Should Not Be TerminatedAd ruleoflawrepublicans.com/protect/rosenstein Republicans for the Rule of Law Are Sending A Letter To The President. Join Us.,political,Google
1080,1854,Republicans Fighting Tariffs | Stop Trump's Terrible TariffsAd terribletariffs.com Tariffs Will Hurt American Businesses Consumers Workers And The Economy.,political,Google
1081,1855,Republicans Fighting Tariffs | No Trade War Has Ever WorkedAd terribletariffs.com Tariffs Will Hurt American Businesses Consumers Workers And The Economy.,political,Google
1082,1856,Republicans Fighting Tariffs | We Are The Party Of Free TradeAd terribletariffs.com Tariffs Will Hurt American Businesses Consumers Workers And The Economy.,political,Google
1083,1860,Republicans For Rule Of Law | Learn MoreAd ruleoflawrepublicans.com Do You Believe Special Counsel Mueller's Investigation Should Be Completed?,political,Google
1084,1861,Joni Ernst for US Senate 2020 | Mother. Soldier. Leader. | Donate to Joni Ernst todayAd secure.winred.com Donate $10 today to support Joni Ernst. Joni is fighting to protect Iowa's Senate seat. Help Joni save the Republican Senate majority. Contribute to join Team Joni today.,political,Google
1085,1862,Joni Ernst for US Senate 2020 | Chip in $10 to join the fight | Iowa's OwnAd secure.anedot.com Joni Ernst is fighting to protect the unborn and Make Washington Squeal. Chip in $10 to join our fight to protect Joni's seat and keep Iowa RED!,political,Google
1086,1863,Joni Ernst for US Senate 2020 | Iowa's Own | Chip in $10 to join the fightAd secure.anedot.com/joniforiowa/ernstdonate Joni Ernst is fighting to protect the unborn and Make Washington Squeal. Chip in $10 to join our fight to protect Joni Ernst's Senate seat and keep Iowa RED!,political,Google
1087,1864,Joni Ernst | Lifelong Iowa ConservativeAd secure.anedot.com/joniforiowa/donate Chip in $10 to support Joni in her fight to lower taxes and protect our country!,political,Google
1088,1865,Iowa's Caucus is on Feb 3rd | Learn How to CaucusAd yang2020.com/iowa/caucus Everything you need to know about the Iowa Caucus. Learn everything you need to know about the Iowa Caucus in just 5 minutes!,political,Google
1089,1866,Are You Ready to Caucus? | The Iowa Caucus is on Monday.Ad yang2020.com/iowa/caucus Learn how to be a part of Iowa's historic Caucus on Feb 3rd. Find out where to caucus and how to make your voice heard.,political,Google
1090,1867,Are You Ready for the Caucus? | Get Prepared for the CaucusAd yang2020.com/iowa/caucus Answers to questions about the Iowa Caucus you were too afraid to ask. Learn everything you need to know before Caucus day!,political,Google
1091,1868,Andrew Yang 2020 | Presidential Candidate | Join the Yang GangAd act.yang2020.com Let's make the economy work for Americans not the other way around. Join our campaign for the Democratic nomination for President.,political,Google
1092,1869,Andrew Yang for America | Democrat for President | A New Way ForwardAd act.yang2020.com Learn how Andrew Yang plans to Make America Think Harder. The only candidate willing to rewrite the rules of the economy to work for us.,political,Google
1093,1870,Andrew Yang for President | Presidential Candidate | Universal Basic IncomeAd act.yang2020.com Andrew Yang's historic campaign for president is putting humanity first Sign up to join the #YangGang and help elect Andrew Yang in 2020.,political,Google
1094,1871,Andrew Yang 2020 | Democrat for President | Join the FightAd act.yang2020.com Sign up now if you're ready to change the economy to work for you. Let's help Andrew Yang become the next Democratic candidate for US President.,political,Google
